Line,Context,English,Chinese,Actor
1030,043:SC#0093,How am I supposed to invoke the Dead\255\001with all that screaming in there?,他在那裡尖叫成那樣，\255\001我要怎麼召喚死者？,
1031,043:SC#0093,Laymen ...,門外漢…,
1032,043:SC#0093,Can't say I didn't warn him.,這可不能怪我沒警告過他。,
1033,044:ON#0653,Mandible,曼迪布爾,
1034,044:SC#0095,I see Cob is being lax in his duties.,看來柯布真是怠忽職守。,
1035,044:SC#0095,No matter. You're just in time to\255\001witness the dawn of a new era.,無所謂。你來得正好，\255\001可以見證新時代的曙光。,
1036,044:SC#0095,"You don't know what you're\255\001doing, Mandible!",你根本不知道你在做什麼，\255\001曼迪布爾！,
1037,044:SC#0095,The Pattern is worn enough already.\255\001If you rip a hole in it now ...,織圖已經夠殘破了。\255\001如果你現在在上面撕開一個洞…,
1038,044:SC#0095,Spare me your Weaver mysticism.,省省你那套織者的神秘主義吧。,
1039,044:SC#0095,No more shall the Dead envy the Living!,死者將不再嫉妒生者！,
1040,044:SC#0095,Wow! You must've opened everything\255\001within fifty miles of here!,哇！你一定是打開了\255\001方圓五十哩內所有的東西！,
1041,044:SC#0095,Including the eyes of the Dead. Behold!,包括死者之眼。看哪！,
1042,044:SC#0095,I have a very bad feeling about this.,我有種非常不祥的預感。,
1043,044:SC#0095,Who dares disturb the peace\255\001of Those Who Sleep?,誰敢打擾\255\001長眠者的安寧？,
1044,044:SC#0095,"Greetings, noble spirit.",向您致敬，高貴的靈魂。,
1045,044:SC#0095,"I am Bishop Mandible, Transultimate Apostle\255\001of the Antisecular Conclave of Clerics.",我是曼迪布爾主教，神職人員\255\001反世俗秘密會議的終極使徒。,
1046,044:SC#0095,Who have I the honor of summoning?,我有幸召喚了哪位？,
1047,044:SC#0095,EeeaaarrrRRRGH!,呃啊啊啊啊！！,
1048,044:SC#0095,I see it has been too long\255\001since my last visit.,看來距離我上次造訪\255\001已經過太久了。,
1049,045:ON#0656,distaff,織杖,
1050,045:OC#0656,Can't seem to hold on to this thing.,看來我是抓不住這東西了。,
1051,045:ON#0657,?,?,
1052,045:LS#0203,I am Chaos.,吾乃混沌。,
1053,045:LS#0203,Join me.,加入我吧,
1054,045:SC#0096,Yipes!,哇塞！,
1055,046:ON#0682,hole,洞,
1056,046:ON#0683,hole,洞,
1057,046:ON#0684,hole,洞,
1058,046:ON#0685,hole,洞,
1059,046:OC#0685,That beast looked hungry.\255\001Better stay out here!,那隻怪獸看起來很餓。\255\001還是待在外面比較好！,
1060,046:EN#0046,Looks as if my reflection threads\255\001don't work out here.,看來我的倒影織法\255\001在這裡起不了作用。,
1061,046:LS#0201,This hole is already wide open.,這個洞已經大開了。,
1062,046:LS#0202,Maybe I should do some more\255\001exploring first.,也許我該先\255\001四處探索一下。,
1063,046:LS#0204,Last hole. Now I can go after Hetchel!,最後一個洞了。現在我可以去追海切爾了！,
1064,046:LS#0205,That draft doesn't work on the hole.,這織法對這個洞不起作用。,
1065,047:ON#0697,swan,天鵝,
1066,047:OC#0697,Her eyes. Just like mine ...,她的眼睛。就像我的一樣…,
1067,047:OC#0697,That draft won't work on her.,這織法對她不起作用。,
1068,047:LS#0205,"We've been expecting you, Bobbin.",我們一直在等你，波賓。,
1069,047:LS#0205,Welcome!,歡迎！,
1070,047:LS#0205,Welcome!,歡迎！,
1071,047:LS#0205,Where am I? What is this place?,我在哪裡？這是什麼地方？,
1072,047:LS#0205,Outside the Pattern.,在織圖之外。,
1073,047:LS#0205,"Home of the Dead, and of those Transcended.",死者與超凡者的家園。,
1074,047:LS#0205,+The Shore of Wonder./,+『奇蹟海岸。』 /,
1075,047:LS#0205,"Yes, Bobbin! And you are the first\255\001to behold it with mortal eyes.",沒錯，波賓！而你是第一個\255\001用凡胎肉眼見到這裡的人。,
1076,047:LS#0205,"Good work, Bobbin! You've repaired\255\001much of that Bishop's mischief.",做得好，波賓！你已經修復了\255\001那主教惹出的大部分麻煩。,
1077,047:LS#0205,Perhaps now you can approach the Loom\255\001without being detected.,也許現在你可以悄無聲息地\255\001接近織機了。,
1078,047:LS#0205,"Excellent, my son. Only one hole\255\001awaits your attention!",太棒了，孩子。只剩下一個洞\255\001等著你去處理了！,
1079,047:LS#0205,"Well done, son! Half the holes are sealed.\255\001Soon you will be ready to continue.",做得好，孩子！一半的洞已經封上了。\255\001很快你就能準備好繼續前進了。,
1080,047:LS#0205,"Do not fail to seal all of the holes\255\001behind you, my son.",務必把你身後的洞\255\001全都封上，孩子。,
1081,047:LS#0205,You dare not approach the Loom otherwise.,否則你絕對無法靠近織機。,
1082,047:LS#0207,Bobbin! There's still one hole\255\001you have yet to seal.,波賓！還有一個洞\255\001你還沒封上。,
1083,047:LS#0207,"There are still a few holes you\255\001haven't sealed, Bobbin.",你還有幾個洞\255\001沒封上呢，波賓。,
1084,047:LS#0207,All of the holes should be sealed\255\001before you dare approach the Loom.,所有的洞都必須封上，\255\001你才有可能接近織機。,
1085,047:SC#0100,"You must have many questions, Bobbin.",你一定有很多疑問，波賓。,
1086,047:SC#0100,Perhaps I can answer some of them.,也許我能回答其中一些。,
1087,047:SC#0100,"You're the swan that came to visit me\255\001on my birthdays, aren't you?",你就是在我的生日時\255\001來看我的那天鵝，對吧？,
1088,047:SC#0100,"You saw me clearly, then!\255\001I was never quite sure.\255\001\255\001The Elders forbade me to\255\001set foot on Loom island.\255\001But they said nothing\255\001about flying over it!",看來你當時看得很清楚！\255\001我一直不太確定。\255\001\255\001長老們禁止我\255\001踏上盧姆島。\255\001但他們可沒說\255\001不能飛過去！,
1089,047:SC#0100,"Once a year, I managed\255\001to gain enough strength\255\001to pass Inside for a\255\001few brief moments.\255\001\255\001Those are the times\255\001that you saw me.",一年一次，我設法\255\001積攢足夠的力量，\255\001短暫地穿梭到『裡面』\255\001片刻。\255\001\255\001那就是你\255\001看見我的時候。,
1090,047:SC#0100,You are wondering why\255\001I should bother to\255\001visit at all ... and\255\001only on YOUR birthdays.\255\001\255\001Call it a mother's\255\001curiosity.,你一定在想為什麼\255\001我要費盡心思\255\001去探望你…而且\255\001偏偏只在『你』的生日。\255\001\255\001這就當作是身為母親的\255\001好奇心吧。,
1091,047:SC#0100,For that is who I am.,因為那就是我。,
1092,047:SC#0100,"In life, I was Lady\255\001Cygna Threadbare.\255\001\255\001Banished by the Elders\255\001for drawing an unforeseen\255\001infant out of the Loom.\255\001\255\001Seventeen long years ago.",在世時，我曾是\255\001西格娜·疏織夫人。\255\001\255\001因為從織機中織出了一個\255\001未曾預見的嬰孩，\255\001而被長老們放逐。\255\001\255\001那是漫長的十七年前了。,
1093,047:SC#0100,I've missed you ... my son.,我一直很想你…我的孩子。,
1094,047:SC#0100,Liar!,騙子,
1095,047:SC#0100,My mother is buried in the cemetery.\255\001I visit her gravestone every day!,我母親就葬在墓園裡。\255\001我每天都會去她的墓前！,
1096,047:SC#0100,"Hetchel's doing, no doubt.",那肯定是海切爾幹的好事。,
1097,047:SC#0100,She and the Elders put that there so\255\001you wouldn't ask too many questions.,她和長老們弄了那個墓碑，\255\001好讓你不會問東問西。,
1098,047:SC#0100,"Hetchel vowed to protect you forever.\255\001She loves you very much, Bobbin.",海切爾發誓會永遠保護你。\255\001她非常愛你，波賓。,
1099,047:SC#0100,But I fear her love has driven her\255\001to recklessness.,但我擔心她的這份愛驅使著她\255\001做出了魯莽之舉。,
1100,047:SC#0100,What do you mean? Where is she?,妳是什麼意思？她在哪裡？,
1101,047:SC#0100,"She has set off for\255\001the island, and\255\001the Loom Sanctuary.\255\001\255\001The Dead Ones are\255\001right behind her!",她已經動身前往\255\001島上，以及\255\001織機聖域。\255\001\255\001而死者們\255\001緊跟在後！,
1102,047:SC#0100,"Their leader knows of\255\001the Loom's power.\255\001\255\001If he learns its\255\001secrets, the Pattern\255\001itself will be his\255\001to manipulate.\255\001\255\001Who knows what havoc\255\001he might wreak?",他們的首領知道\255\001織機的力量。\255\001\255\001如果他掌握了\255\001其中的秘密，就連織圖\255\001本身都將任由他\255\001操縱。\255\001\255\001誰知道他會\255\001掀起什麼樣的浩劫？,
1103,047:SC#0100,Hetchel hopes to\255\001reach the Loom\255\001before him.\255\001\255\001She intends to\255\001destroy it!,海切爾希望能\255\001比他先一步\255\001到達織機前。\255\001\255\001她打算要\255\001摧毀它！,
1104,047:SC#0100,If Chaos doesn't\255\001consume her first.,如果混沌沒有\255\001先一步吞噬她的話。,
1105,047:SC#0100,No! I have to get back there!,不！我得趕回去！,
1106,047:SC#0100,You won't get far in that direction.\255\001The Loom lies beyond the lake.,那個方向你走不了多遠。\255\001織機在湖的另一端。,
1107,047:SC#0100,"Besides, a more subtle strategy may\255\001improve your chances of success.",此外，採用更巧妙的策略或許能\255\001提高你成功的機率。,
1108,047:SC#0100,What strategy? What should I do?,什麼策略？我該怎麼做？,
1109,047:SC#0100,The Dead Ones move between the holes your\255\001Bishop friend made in the Pattern.,死者們會透過你那位主教朋友\255\001在織圖上弄出的破洞間移動。,
1110,047:SC#0100,"If you repair those holes, it will make\255\001it harder for them to follow you.",如果你能把那些洞補起來，\255\001他們就很難追蹤你了。,
1111,049:ON#0707,Goodmold,古德莫德,
1112,049:LS#0201,I can't go this way. The exit's blocked!,我不能走這條路。出口被擋住了！,
1113,049:SC#0099,"Save your magic for the Dead Ones,\255\001Weaver boy.",把你的魔法留著對付死者吧，\255\001織者男孩。,
1114,049:SC#0099,Master Goodmold! You're still ...,古德莫德大師！你還活著…,
1115,049:SC#0099,"Alive. At the moment, yes.",活著。目前算是吧。,
1116,049:SC#0099,Master Goodmold. You're hurt.,古德莫德大師。你受傷了。,
1117,049:SC#0099,Ah. Weaver boy. Returned?,啊。織者男孩。你回來了？,
1118,049:SC#0099,"You, at least, have escaped the\255\001attention of the Dead Ones.",至少，你逃過了\255\001死者們的注意。,
1119,049:SC#0099,Crystalgard ... not so fortunate.,水晶加德…就沒那麼幸運了。,
1120,049:SC#0099,I don't understand.,我不明白。,
1121,049:SC#0099,You're the keepers of the Great Scythe!\255\001Why didn't you use it?,你們不是守護著大鐮刀嗎！\255\001為什麼不用它？,
1122,049:SC#0099,We never doubted that the Scythe\255\001could save us.,我們從不懷疑那把鐮刀\255\001能拯救我們。,
1123,049:SC#0099,Even the Dead would have fallen\255\001in the wake of its wrath!,在它的怒火之下，\255\001連死者都會倒下！,
1124,049:SC#0099,But to unleash such merciless evil would\255\001make us as cowardly as they.,但釋放如此無情的邪惡力量，\255\001只會讓我們和他們一樣懦弱。,
1125,049:SC#0099,We wished not to become like our enemy.,我們不想變得和我們的敵人一樣。,
1126,049:SC#0099,And so we stayed our hand.\255\001We knew the price.,所以我們選擇了收手。我們知道代價是什麼。,
1127,049:SC#0099,Can I do anything?,我還能幫什麼嗎？,
1128,049:SC#0099,"Remember us, my young friend.",記住我們，我年輕的朋友。,
1129,049:SC#0099,"Tell the world we fought with courage,\255\001and chose death with clarity.",告訴世人我們曾勇敢奮戰，\255\001並且澄明地選擇了死亡。,
1130,049:SC#0099,Above all else ... clarity.,最重要的是…澄明。,
1131,051:ON#0743,feather,羽毛,
1132,051:ON#0742,Dead One,死者,
1133,051:OC#0742,Close. But not close enough ...,關上了。但還不夠接近...,
1134,051:SC#0102,"Leaving so soon, Weaver boy?",這麼快就要走了嗎，織者男孩？,
1135,051:SC#0103,"No use, Bobbin. That side of the Pattern\255\001is beyond the reach of our threads now.",沒用的，波賓。織圖的那一面\255\001現在已經超出我們音符的干涉範圍了。,
1136,051:SC#0104,"Bobbin! Bobbin, you did it!",波賓！波賓，你辦到了！,
1137,051:SC#0104,"The Loom is unmade, beyond Evil's reach!",織機已被拆解，邪惡再也無法觸及了！,
1138,051:SC#0104,Ignorant fools! What have you done?,無知的蠢貨！你們做了什麼好事？,
1139,051:SC#0104,None of us can pass\255\001across this rift your\255\001Weaver mischief has\255\001so blindly created!,我們誰也無法\255\001跨越這條被你們\255\001織者盲目胡搞\255\001所製造出來的裂縫了！,
1140,051:SC#0104,"Your pious meddling\255\001has foiled my dream\255\001of an eternal empire,\255\001bound together under\255\001One Rule ...",你這自命清高的干涉\255\001毀了我建立一個\255\001受同一規則統治的\255\001永恆帝國的美夢…,
1141,051:SC#0104,... MINE!,我的帝國,
1142,051:SC#0104,"The Dead One is\255\001correct, my son.\255\001\255\001Your final draft\255\001tore the Pattern\255\001in half.",這名死者\255\001說得沒錯，孩子。\255\001\255\001你最後的織法\255\001把織圖給\255\001撕成兩半了。,
1143,051:SC#0104,This is a sad fate\255\001indeed for the\255\001innocents trapped\255\001on the other side.,對於那些\255\001受困在另一邊的\255\001無辜者來說，\255\001這確實是個悲慘的命運。,
1144,051:SC#0104,"However, it is\255\001also a chance for\255\001we on THIS side\255\001to begin a second\255\001Pattern, cleansed\255\001of wickedness!",然而，這\255\001也是我們\255\001這一邊的一個機會，\255\001得以重新開始編織\255\001沒有邪惡的\255\001第二張織圖！,
1145,051:SC#0104,Come.\255\001\255\001It is time for us\255\001to weave our\255\001destinies anew.,來吧。\255\001\255\001是時候\255\001重新編織我們的\255\001命運了。,
1146,051:SC#0104,But we can't just abandon\255\001half the universe!,但我們不能就這樣拋下\255\001半個宇宙不管啊！,
1147,051:SC#0104,I fear we have no choice.,恐怕我們別無選擇。,
1148,051:SC#0104,"Until our side of the Pattern is mended,\255\001we cannot return to the other.",直到我們這邊的織圖被修補好之前，\255\001我們是無法回到另一邊的。,
1149,051:SC#0104,Take your rightful place\255\001among us now.,現在就來站到我們之中\255\001屬於你的位置吧。,
1150,056:SC#0068,Welcome to Crystalgard.,歡迎來到水晶加德。,
1151,056:SC#0068,"I am Master Goodmold, thirty-first in\255\001the Noble Guild of Glassmakers.",我是古德莫德大師，高貴的\255\001玻璃工匠公會的第三十一任大師。,
1152,056:SC#0068,Who have I the honor of meeting?,請問閣下尊姓大名？,
1153,056:SC#0068,"My name's Bobbin. Bobbin Threadbare,\255\001of the, er, Noble Guild of Weavers.",我叫波賓。波賓·疏織，\255\001來自，呃，高貴的織者公會。,
1154,056:SC#0068,Guild of Weavers?\255\001\255\001I don't remember\255\001having a Weaver\255\001visit us before.,織者公會？\255\001\255\001我不記得\255\001以前有織者\255\001來拜訪過我們。,
1155,056:SC#0068,I see now why your\255\001fabrics are so prized.\255\001\255\001The cloak you wear\255\001is unlike anything\255\001I have ever beheld.\255\001\255\001Remarkable workmanship.,我現在明白為什麼你們的\255\001布料會如此珍貴了。\255\001\255\001你身上的這件斗篷\255\001與我見過的任何東西\255\001都不一樣。\255\001\255\001真是非凡的做工。,
1156,056:SC#0068,Crystalgard's wisdom\255\001includes many legends\255\001concerning your Guild.\255\001\255\001One is particularly\255\001strange and amusing.\255\001\255\001They say it is death\255\001to peer beneath the\255\001hood of a Weaver.,水晶加德的典籍中\255\001記載了許多關於\255\001你們公會的傳說。\255\001\255\001其中有一個特別\255\001奇怪又有趣。\255\001\255\001據說只要窺探\255\001織者的兜帽底下，\255\001就會招致死亡。,
1157,056:SC#0068,Can this be true?,這是真的嗎？,
1158,056:SC#0068,Don't know. Nobody ever tried it on me.,不知道。還沒有人在我身上試過。,
1159,056:SC#0068,Ha! An unclear reply if I ever heard one.,哈！這可真是我聽過最含糊的答案了。,
1160,056:SC#0068,We value clarity here above all else.,我們這裡最看重的就是澄明。,
1161,056:SC#0068,But fear not! Your legend is safe with us.,但別擔心！我們是不會去驗證你的傳說的。,
1162,056:SC#0068,Imagine my relief.,那我就放心了。,
1163,056:SC#0068,By the way. Did you happen to notice\255\001a flock of swans passing this way?,對了。你有沒有注意到\255\001有一群天鵝從這裡經過？,
1164,056:SC#0068,Swans?\255\001\255\001I've heard nothing\255\001of swan sightings.,天鵝？\255\001\255\001我沒聽說有任何人\255\001看到天鵝。,
1165,056:SC#0068,"The city's been so\255\001busy of late, I doubt\255\001if anyone's had time\255\001for bird-watching.",這座城市最近\255\001實在太忙了，我懷疑\255\001是不是還有人有閒情逸致\255\001去賞鳥。,
1166,056:SC#0068,"However, our Guild\255\001catalog offers a fine\255\001selection of binoculars,\255\001telescopes and other\255\001precision optics that\255\001may help you in your\255\001search for swans.",不過，我們公會的\255\001產品目錄裡有許多精良的\255\001雙筒望遠鏡、\255\001單筒望遠鏡和其他\255\001精密光學儀器，\255\001或許能對你\255\001尋找天鵝有所幫助。,
1167,056:SC#0068,Thanks. I'll browse through it later.,謝謝。我晚點會看看。,
1168,056:SC#0068,I'm sure you'll be delighted.,我相信你會滿意的。,
1169,056:SC#0068,"Look around as much as you want,\255\001Weaver Threadbare.",請隨意四處看看吧，\255\001織者疏織。,
1170,062:ON#0808,gold@,金子,
1171,062:OC#0808,People ought to clean up\255\001after themselves.,人們應該在用完後\255\001把自己的東西清理乾淨。,
1172,062:OC#0808,Gold again. What a nuisance.,又是金子。真麻煩。,
1173,062:OC#0808,Maybe I should spin this back.,也許我該把它變回來。,
1174,062:ON#0809,straw,稻草,
1175,062:OC#0809,This pile is spun.,這堆已經編織過了。,
1176,062:OC#0809,This pile hasn't been spun yet.,這堆還沒編織過。,
1177,062:OC#0809,Back to straw again.,又變回稻草了。,
1178,062:ON#0810,wheel,車輪,
1179,062:OC#0810,That draft won't work on a spinning wheel.,這織法對紡車不起作用。,
1180,062:ON#0811,wheel,車輪,
1181,062:EN#0062,gold@,金子,
1182,062:EN#0062,straw,稻草,
1183,062:EN#0062,gold@,金子,
1184,062:EN#0062,straw,稻草,
1185,062:LS#0200,This old wheel is pretty squeaky.,這舊紡車吱吱嘎嘎響得真厲害。,
1186,062:LS#0201,straw,稻草,
1187,062:LS#0201,straw,稻草,
1188,062:LS#0202,gold@,金子,
1189,062:LS#0202,gold@,金子,
1190,062:LS#0203,gold@,金子,
1191,062:LS#0203,gold@,金子,
1192,062:LS#0204,straw,稻草,
1193,062:LS#0204,straw,稻草,
1194,062:LS#0207,All the straw's been spun out\255\001of this pile.,這堆的稻草\255\001已經全被紡出來了。,
1195,062:LS#0208,All the gold's been spun out\255\001of this pile.,這堆的金子\255\001已經全被紡出來了。,
1196,062:LS#0209,That draft won't work on\255\001a pile of gold.,這織法對\255\001一堆金子不起作用。,
1197,062:LS#0210,That draft won't work on\255\001a pile of straw.,這織法對\255\001一堆稻草不起作用。,
1198,063:ON#0820,gold,金子,
1199,063:OC#0820,People ought to clean up\255\001after themselves.,人們應該在用完後\255\001把自己的東西清理乾淨。,
1200,063:OC#0820,That draft won't work on the gold.,該織法不適用於黃金。,
1201,063:ON#0821,darkness,黑暗,
1202,063:ON#0822,darkness,黑暗,
1203,063:ON#0824,gold,金子,
1204,063:LS#0201,I can't see a thing.,我什麼也看不見。,
1205,064:LS#0200,"In Memory Of\255\001LADY CYGNA THREADBARE\255\0017983-8004\255\001\255\001Destiny shall draw the Lightning\255\001Down from Heaven; roll its thunder\255\001Far across the Sea, to where I\255\001Wait upon the Share of Wonder,\255\001On the day the Sky is Opened\255\001And the Tree is split asunder.",紀念\255\001西格娜·疏織夫人\255\0017983-8004\255\001\255\001命運將引天庭之雷電；\255\001轟隆雷鳴，橫越重洋，\255\001直到我於奇蹟海岸守候之處。\255\001待到天際敞開之日，\255\001巨樹將隨之劈裂。,
1206,065:OC#0829,Can't get there from here.,從這裡無法到達那裡。,
1207,065:ON#0828,darkness,黑暗,
1208,065:OC#0828,Great. I can't see a thing.,太棒了。我什麼都看不見。,
1209,065:OC#0828,That draft won't work on the darkness.,這織法對黑暗不起作用。,
1210,066:ON#0833,myself,我,
1211,066:OC#0833,Guess I'm ready to go.,我想我準備好出發了。,
1212,066:OC#0833,That draft won't work on me.,這織法對我不起作用。,
1213,066:SC#0106,"Fly away while you can, Weaver boy.",趁還能飛，快逃吧，織者男孩。,
1214,066:SC#0106,One day we will meet again!,總有一天我們會再見面的！,
1215,066:SC#0106,Bobbin. It's time!,波賓。時間到了！,
1216,069:OC#0876,PRACTICE,學徒,
1217,069:OC#0876,PRACTICE,學徒,
1218,069:OC#0877,STANDARD,指導者,
1219,069:OC#0877,STANDARD,指導者,
1220,069:OC#0878,EXPERT,大師,
1221,069:OC#0878,EXPERT,大師,
1222,069:LS#0201,The Secret Weave is incorrect.,秘密織法錯誤。,
1223,069:LS#0201,Entering demonstration mode.,進入展示模式。,
1224,069:LS#0201,Welcome to the Age of the Great Guilds.,歡迎來到偉大公會時代。,
1225,069:LS#0203,STANDARD,指導者,
1226,069:LS#0203,PRACTICE,學徒,
1227,069:LS#0203,EXPERT,大師,
1228,069:LS#0203,Select a Proficiency Level.\255\001Refer to your Loom]^ manual for help.,選擇熟練度。\255\001如需協助，請參閱您的《Loom》手冊。,
1229,069:LS#0204,That's not right. Try again.,那不對。再試一次。,
1230,069:LS#0204,"That's not right, either. Again?",那也不對。再試一次？,
1231,069:LS#0204,The Secret Weave you entered is incorrect.\255\001Refer to your Loom]^ manual for assistance.,您輸入的秘密織法不正確。\255\001如需協助，請參閱您的《Loom》手冊。,
1232,069:LS#0204,Entering demonstration mode.,進入展示模式。,
1233,069:LS#0204,Welcome to the Age of the Great Guilds.,歡迎來到偉大公會時代。,
1234,069:LS#0205,What is the secret weave associated\255\001with this Guild and Thread?\255\001Refer to your Book of Patterns for help.,與這個公會和線程\255\001相關的秘密織法是什麼？\255\001如需協助，請參閱您的《織圖之書》。,
1235,070:EX#0070, , ,
1236,070:LS#0201,\255\007\167\000,\255\007\167\000,
1237,070:LS#0201,\255\007\005\064,\255\007\005\064,
1238,070:LS#0201,\024,\024,
1239,070:LS#0201,\255\007\005\064,\255\007\005\064,
1240,070:LS#0202,The game was saved.,遊戲已儲存。,
1241,070:LS#0202,ERROR: The game was NOT saved.,錯誤：遊戲未儲存。,
1242,070:LS#0202,ERROR: The game was NOT loaded.,錯誤：遊戲未載入。,
1243,070:LS#0202,There are no saved games on the disk.,磁碟上沒有已儲存的遊戲。,
1244,070:LS#0202,Select game to \255\002,選擇遊戲\255\002,
1245,070:LS#0202,SAVE\255\002,儲存\002,
1246,070:LS#0202,.,.,
1247,070:LS#0202,Select game to \255\002,選擇遊戲\255\002,
1248,070:LS#0202,LOAD\255\002,載入\002,
1249,070:LS#0202,.,.,
1250,070:LS#0202,Please enter a name for the saved game.,請輸入已儲存遊戲的名稱。,
1251,070:LS#0202,"You selected an empty slot, Please try again.",您選擇了一個空插槽，請重試。,
1252,070:LS#0202,"Select game to load, then select \255\002",選擇要載入的遊戲，然後選擇\255\002,
1253,070:LS#0202,OK\255\002,好\002,
1254,070:LS#0202,.,.,
1255,070:LS#0202,"Select save game slot, then type in name.",選擇儲存遊戲位置，然後輸入名稱。,
1256,070:LS#0202,"Finish typing name, press ENTER\255\001then select OK.",輸入名稱後，按 ENTER\255\001然後選擇確定。,
1257,070:LS#0202,Loading +\255\007\001\064/,載入中 +\255\007\001\064/,
1258,070:LS#0202,Saving +\255\007\001\064/,節省+\255\007\001\064/,
1259,070:LS#0202,That game is not on the disk.,該遊戲不在磁碟上。,
1260,070:LS#0202,Insert save-load disk in Drive A.\255\001Select SAVE or LOAD.,將保存載入磁碟插入磁碟機 A。\255\001選擇儲存或載入。,
1261,070:LS#0203,loome.___,讓我們創,
1262,070:LS#0204,loome.___,讓我們創,
1263,070:LS#0208,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,
1264,070:LS#0209,\255\007\000\064,\255\007\000\064,
