Line,Context,English,Chinese
600,025:SC#0069,We breed our sheep for extra whiteness\255\001so we can't keep them on the meadows;,我們為了讓羊更白而繁殖牠們，\255\001所以不能把牠們留在草地上；
601,025:SC#0069,she can spot them miles away.,她在幾英里外就能發現牠們。
602,025:SC#0069,"By now, the dragon's carried off so many that\255\001we may not be able to fill the Cleric's order.",現在，龍已經抓走太多羊了，\255\001我們可能無法完成神職者的訂單。
603,025:SC#0069,The Clerics!\255\001I just saw the Bishop at the Glassmakers!,神職者！\255\001我剛在玻璃匠那看到主教！
604,025:SC#0069,Bishop Mandible?  He placed the order for ten thousand sheep.,Mandible主教？他訂了一萬隻羊。
605,025:SC#0069,Ten thousand sheep?!\255\001That's enough to feed an army ^,一萬隻羊？！\255\001那夠養活一支軍隊了 ^
606,025:SC#0069,"Yes, that had occurred to us too.\255\001You noticed our increased patrol in the forest.",是啊，我們也想到了。\255\001你注意到我們增加了森林巡邏。
607,025:SC#0069,We'll deliver the sheep to the clerics if we can\255\001but we won't trust them!,如果可以我們會把羊交給神職者\255\001但我們不會信任他們！
608,025:SC#0069,I suppose fighting the dragon\255\001would be out of the question.,我想對付那條龍\255\001是不可能的了。
609,025:SC#0069,Only a mage can save us.,只有法師能救我們。
610,026:ON#0390,shepherds,牧羊人
611,026:OC#0390,They never even had a chance.,他們甚至連機會都沒有。
612,026:OC#0390,"That wouldn't be very respectful, now, would it?",那不是很尊重，不是嗎？
613,026:OC#0390,That doesn't seem to be the right draft.,這似乎不是正確的草案。
614,026:LS#0202,Fleece! What became of us?\255\001I was just walking among legions of dead!,羊毛！我們變成了什麼樣子？\255\001我只是行走在死亡軍團之中！
615,026:LS#0202,You were saved by the mercy\255\001of yonder boy.,你因憐憫而得救\255\001那邊男孩的。
616,026:LS#0202,His power is greater than ever\255\001since last we met.,他的力量比以往任何時候都更\255\001自從我們上次見面以來。
617,026:LS#0202,"We have not had the chance to thank you properly, Wizard.",我們還沒有機會好好感謝你，巫師。
618,026:LS#0202,"But our memories are long,\255\001and we will not forget you soon.",但我們的記憶很長\255\001我們不會很快忘記你。
619,026:LS#0202,Hail and farewell.,冰雹和告別。
620,026:LS#0202,"Come along, now,\255\001before the Dead Ones return to the harvest!",快來吧，現在，\255\001在死者回收穫之前！
621,026:LS#0211,"You are too late, wizard.",你來得太晚了，巫師。
622,026:LS#0211,The Dead have increased their numbers here.,死者在這裡的數量增加了。
623,026:LS#0211,Those not dead are suffering.,那些沒有死的人正在受苦。
624,026:LS#0211,And my songs were again useless.,我的歌又沒用了。
625,026:LS#0211,All that's left for us is to put an end to their misery.,我們剩下的就是結束他們的痛苦。
626,028:ON#0392,dragon,龍
627,028:ON#0393,dragon,龍
628,028:ON#0394,dragon,龍
629,028:OC#0394,I guess I've got to wake her up again.,我想我必須再次叫醒她。
630,028:ON#0395,dragon,龍
631,028:OC#0395,I guess I've got to wake her up again.,我想我必須再次叫醒她。
632,028:ON#0396,gold,金子
633,028:ON#0397,gold,金子
634,028:ON#0398,gold,金子
635,028:ON#0399,straw,稻草
636,028:ON#0400,straw,稻草
637,028:ON#0401,straw,稻草
638,028:LS#0200,Put it back the way you found it.  NOW.,將其放回原來的樣子。  現在。
639,028:LS#0201,"Thanks, love.",謝謝，親愛的
640,028:LS#0204,Now that looks a lot more comfortable.,現在看起來舒服多了。
641,028:LS#0206,I thought she'd never get off to sleep.\255\001Chatty Old Firebag.,我以為她永遠也睡不著了。\255\001健談的老消防員。
642,028:LS#0207,I didn't mean to make her any more awake.,I didn't mean to make her any more awake.
643,028:LS#0208,I doubt that draft will make her sleep any more deeply.,我懷疑吃風會讓她睡得更深。
644,028:LS#0209,Lovely nap!\255\001But it made me even hungrier ^,可愛的小睡！\255\001但這讓我更餓了^
645,028:LS#0210,Yawn!,打哈
646,028:LS#0212,Eeeek! Fire!,哎呀！火！
647,028:LS#0215,Eeeek! Fire!,哎呀！火！
648,028:LS#0215,Put it out! PUT IT OUT!,放出來吧！把它拿出來！
649,028:LS#0215,"That wasn't the least bit funny, young man.",這一點都不好笑，年輕人。
650,028:LS#0215,We are NOT amused.,我們不覺得好笑。
651,028:LS#0216,That's not the right draft for gold.,這不是黃金的正確選擇。
652,028:SC#0074,"Well, what 'ave we here?",好吧，我們這裡有什麼？
653,028:SC#0074,"That's what comes of being in such a blazing hurry, I guess.",我想這就是如此匆忙的結果。
654,028:SC#0074,"I thought you looked a bit scrawny.\255\001Why, you'd hardly make a decent kindling!",我覺得你看起來有點骨瘦如柴。\255\001哎呀，你很難做一個像樣的引火物！
655,028:SC#0075,"Can't take your eyes off me, can you?",你的目光無法從我身上移開，好嗎？
656,028:SC#0075,"Have you no manners, lad?\255\001Stop staring at me!",小伙子，你沒有禮貌嗎？\255\001別再盯著我看了！
657,028:SC#0075,"Oh, was I staring? So sorry.",哦，我是在盯著看嗎？很抱歉。
658,028:SC#0075,"Oh, don't mind me, love.",哦，別介意我，親愛的。
659,028:SC#0075,I get rather crotchety on an empty stomach.,我空腹時會變得很暴躁。
660,028:SC#0075,"Does that mean you're going to incinerate me, then?",那是不是代表你要燒死我？
661,028:SC#0075,Incinerate you?\255\001My! Aren't you the foxy one!,燒死你？\255\001我的！你不就是那個狡猾的人嗎！
662,028:SC#0075,I 'aven't created any fire since\255\001my last mating season. And you don't want to know\255\001how many centuries ago that was.,從那以後我就沒有生過任何火\255\001我的最後一個交配季節。而你不想知道\255\001那是多少個世紀前的事了。
663,028:SC#0075,"No, no ^\255\001That's much too much heat for me these days.",不，不^\255\001這些天對我來說太熱了。
664,028:SC#0075,You mean you can't breathe fire?,你的意思是說你不能噴火？
665,028:SC#0075,Can't? Let's just say I WON'T.,不能？就說我不會吧。
666,028:SC#0075,"Just between you and me, love,\255\001the stuff gives me the 'eebie-jeebies.",就在你我之間，親愛的，\255\001這些東西讓我感到「eebie-jeebies」。
667,028:SC#0076,"You 'aven't heard the last of me, you cheeky brat!",你還沒聽到我最後一句話呢，你這個厚臉皮的小子！
668,028:SC#0109,That's quite a bit of gold you have there.,你那裡有相當多的黃金。
669,028:SC#0109,"Oh, that's nothing, compared\255\001to what used to be.",哦，相較之下，這不算什麼\255\001到過去的樣子。
670,028:SC#0109,"Piled floor to ceiling it was.\255\001Everyone said it was the most beautiful lair anywhere, and\255\001right they were, too.",從地板到天花板都是堆起來的。\255\001每個人都說這是世界上最美麗的巢穴，\255\001沒錯，他們也是。
671,028:SC#0109,"Then one day, last spring it was, comes along this\255\001third-rate wizard who botched up everything.\255\003He tried to get the volcano to blow,\255\001but only shook up the place in a  huge earthquake instead.",然後有一天，去年春天，出現了這個\255\001搞砸了一切的三流巫師。\255\003他試圖讓火山爆發，\255\001但只是發生了一場大地震。
672,028:SC#0109,"Broke all my fancy glass, mind you,\255\001and made off with most of the gold, too.\255\003The only thing he left me\255\001was a gorgeous glass ball^",請注意，打破了我所有精美的玻璃，\255\001並搶走了大部分黃金。\255\003他留給我的唯一的東西\255\001是華麗的玻璃球^
673,028:SC#0109,It's gold again. What useless stuff!,又是金子了什麼無用的東西！
674,030:OC#0432,It appears I can't get there from here.,看來我無法從這裡到達那裡。
675,031:ON#0449,pool,水池
676,031:OC#0449,What was I trying to do?  Flood the whole cave?,我想做什麼？  淹沒整個山洞？
677,031:OC#0449,That must not be the right draft.,那肯定不是正確的織法。
678,031:ON#0450,dry hole,乾洞
679,031:OC#0450,It's already dry as a bone.,已經乾得像骨頭了。
680,031:OC#0450,It's already dry as a bone.,已經乾得像骨頭了。
681,031:OC#0450,That must not be the right draft.,那肯定不是正確的織法。
682,031:ON#0451,sphere,法球
683,031:OC#0451,"Spheres work well enough without drafts, remember?",球體在沒有氣流的情況下也能很好地工作，還記得嗎？
684,031:LS#0200,My own reflection.,我自己的反思。
685,031:SC#0082,Guess I won't be going back that way.,我想我不會再那樣回去了。
686,033:ON#0468,cave,洞穴
687,033:ON#0470,steps,步驟
688,033:OC#0470,There. That ought to get me across.,那裡。這應該能讓我明白。
689,033:OC#0470,Repair costs must be spiraling.,維修成本必定呈螺旋式上升。
690,033:OC#0470,"Well, that only twisted it even tighter!",好吧，這只會讓事情變得更緊！
691,033:OC#0470,It's not as though I could untwist them any more.,好像我再也無法解開它們了。
692,034:ON#0487,boy@@,男生@
693,034:OC#0487,He's already fast asleep.,他已經睡得很熟了。
694,034:OC#0487,That didn't help at all.,那一點幫助也沒有。
695,034:ON#0512,Rusty,生鏽
696,034:OC#0512,There's nothing left but bones!,除了骨頭什麼都沒有了！
697,034:OC#0512,"I think I'd rather look like myself, thanks!",我想我寧願看起來像我自己，謝謝！
698,034:OC#0512,That's not going to help him now.,現在這對他沒有幫助。
699,034:OC#0512,He's already asleep. Permanently.,他已經睡著了。永久地。
700,034:OC#0512,I guess that draft isn't going to help me here.,我想織法在這裡幫不上忙。
701,034:ON#0488,grave,墳墓
702,034:OC#0488,These grave markers are forged from solid bronze!,這些墓碑由實心青銅鍛造而成！
703,034:OC#0488,That draft doesn't seem to work in cemetaries.,那個織法在墓園似乎沒用。
704,034:EN#0034,Rusty,生鏽
705,034:EN#0034,boy@@,男生@
706,034:LS#0201,"Nice trick, Weaver!",好技巧，韋弗！
707,034:LS#0201,Me own mum wouldn't know the difference.,我自己的媽媽不會知道其中的差別。
708,034:LS#0201,"Soft robes, though.\255\003Just the thing for sleeping in. Do you mind, then?",不過，柔軟的長袍。\255\003只是用來睡覺的東西。那你介意嗎？
709,034:LS#0201,"Leave me be, will you?",讓我這樣吧，好嗎？
710,034:LS#0201,Can't you find somebody else to annoy?,你就不能找個人來煩嗎？
711,034:LS#0205,I'd better not wander off too far.,我最好別走太遠。
712,034:LS#0207,Not so fast there.  You are not leaving me like this.\255\001I mean it!,那裡沒那麼快。  你不會就這樣離開我。\255\001我是認真的！
713,034:LS#0207,"Thanks, but no thanks, friend.",謝謝，但不用了，朋友。
714,034:LS#0207,It was you and your stupid stick that got me into this mess.,是你和你那愚蠢的棍子讓我陷入了困境。
715,034:LS#0209,You did it.,你做到了。
716,034:LS#0209,You brought me back.,你把我帶回來了。
717,034:LS#0209,"It IS what you wanted, isn't it?",這就是你想要的，不是嗎？
718,034:LS#0209,"Believe me, being alive is a LOT more fun than being dead.",相信我，活著比死了有趣多了。
719,034:LS#0209,But how did you do it?,但你是怎麼做到的呢？
720,034:LS#0209,"Well, healing your body was easy.",嗯，治癒你的身體很容易。
721,034:LS#0209,You're alive because the Pattern is torn\255\001and your soul was free to return to this side.,你還活著，因為織圖被撕裂了\255\001你的靈魂可以自由地回到這一邊。
722,034:LS#0209,"I must go, Bobbin.",我必須走了，鮑賓。
723,034:LS#0209,I've got to know what happened to the rest of my Guild.,我必須知道我的公會其他成員發生了什麼事。
724,034:LS#0209,And I must do the same.,我也必須這樣做。
725,034:LS#0209,"Good luck, Rusty.  And be careful.",祝你好運，魯斯蒂。  並且要小心。
726,034:LS#0209,"Good fortune to you, too, my friend.",我的朋友，也祝你好運。
727,034:LS#0216,Zzzzzz ...,茲茲茲茲..
728,034:LS#0218,I'm not sure I should try that ^,我不確定我是否應該嘗試一下^
729,034:SC#0085,"Hullo, there!  What's that? Your music woke me up!",哈嘍，那裡！  那是什麼？你的音樂喚醒了我！
730,034:SC#0085,"Hullo, there!  What's that? Your music woke me up!",哈嘍，那裡！  那是什麼？你的音樂喚醒了我！
731,034:SC#0085,"Oh, sorry.",哦，抱歉。
732,034:SC#0085,Not to worry.  I'm Rusty ^,不用擔心。  我生鏽了^
733,034:SC#0085,Rusty Nailbender.,生鏽的釘釘器。
734,034:SC#0085,"I'm Bobbin Threadbare, of the Weavers.",我是織布工的梭賓‧斯萊巴雷。
735,034:SC#0085,"Weavers, eh?",織布工，是嗎
736,034:SC#0085,Our folk are blacksmiths.,我們的人民是鐵匠。
737,034:SC#0085,"I'm supposed to be getting firewood\255\001for the master, but this plateau's been\255\001picked cleaner than a new blade.",我應該去撿柴火\255\001對主人來說，但這個高原已經\255\001挑選的刀片比新刀片更乾淨。
738,034:SC#0085,Come over here.,過來吧。
739,034:SC#0085,That's us down there.,那就是我們下面的人。
740,034:SC#0085,The Forge - that's what we call it -,熔爐——我們就是這麼稱呼它的——
741,034:SC#0085,I've heard you Weavers don't get out much.,我聽說你們織工不常出去。
742,034:SC#0085,What's your business here?,你來這裡做什麼？
743,034:SC#0085,I've been looking for a flock of swans ^,我一直在尋找一群天鵝^
744,034:SC#0085,Swans?,天鵝？
745,034:SC#0085,"No, no swans around here.",不，這附近沒有天鵝。
746,034:SC#0085,"Say, all this talk has made me sleepy.",話說，這些談話讓我昏昏欲睡。
747,034:SC#0085,"A real pleasure, though.  Let me know if you find your swans.",不過，這確實是一種樂趣。  如果你找到你的天鵝請告訴我。
748,034:SC#0085,Rusty,生鏽
749,034:SC#0088,I don't believe this!\255\001Real nice of that Weaver kid ^,我不相信這個！\255\001織布小子真是太好了^
750,034:SC#0088,Just wait until his turn comes!,就等著輪到他吧！
751,034:SC#0088,I'll be waiting for him on the Outside.,我會在外面等他。
752,034:SC#0088,Back to the Pattern!,回到模式！
753,034:SC#0088,Pity that poor child had to die for me to return.,可惜那個可憐的孩子必須死才能讓我回來。
754,034:SC#0088,"Now, where has Bobbin gone?",現在，鮑賓去哪了？
755,034:SC#0088,"No, no ^ he couldn't be there.",不，不^他不能在那裡。
756,034:SC#0088,Those Smiths are a suspicious lot.\255\001They'd never let a Weaver inside.,那些史密斯夫婦是一群可疑的人。\255\001他們永遠不會讓韋弗進來。
757,034:SC#0088,"Oh, dear.",哦親愛的
758,034:SC#0088,That means trouble.,那意味著麻煩。
759,034:SC#0098,Rusty?,生鏽了
760,034:SC#0098,Is that you?  You don't look at all well ^,那是你嗎？  你看起來不太好^
761,034:SC#0098,"I'm NOT well. Actually, I'm dead.",我不太好。事實上，我已經死了。
762,034:SC#0098,I don't ^ I don't know what to say.,我不知道^我不知道該說什麼。
763,034:SC#0098,You don't have to say a thing!\255\001What do I matter?\255\001I'm just another one of the Dead.,你什麼都不用說！\255\001我有什麼關係？\255\001我只是另一位死者。
764,034:SC#0098,"Oh, Rusty.  I feel terrible. I didn't know ^",哦，魯斯蒂。  我感覺很糟。我不知道^
765,034:SC#0098,And that's not even the end of it!,這還沒結束！
766,034:SC#0098,"I go Outside to wait for Doomsday like a good little ghost, see.",我像個善良的小幽靈一樣到外面等待世界末日，瞧。
767,034:SC#0098,"But no sooner do I get settled again,\255\001but some stupid idiot shreds the universe apart\255\001and hauls us all back Inside!",但當我重新安頓好後\255\001但一些愚蠢的白痴將宇宙撕碎\255\001並把我們全部拉回裡面！
768,034:SC#0098,"There are a lot of very\255\001unhappy Dead wandering around here, let me tell you ^",有很多非常\255\001不快樂的死者在這裡徘徊，讓我告訴你^
769,034:SC#0098,I know.  I was there when it happened.,我知道。  事情發生時我就在場。
770,034:SC#0098,I might have known this was all your fault!,我可能就知道這都是你的錯！
771,034:SC#0098,"No, no!  It wasn't me!  The Bishop managed this one all on his own.",不，不！  不是我！  主教獨自完成了這一切。
772,034:SC#0098,"Yeah? Well.  There's going to be hell to pay, literally.",是的？出色地。  從字面上看，付出的代價將是地獄般的。
773,034:SC#0098,There's talk among the Dead that they're going to take over the world.,死者之間有傳言說他們將接管世界。
774,034:SC#0098,Starting with the Forge.,從熔爐開始。
775,034:SC#0098,"My home.  Where we used to build strong things, good things ^",我的家。  我們曾經在那裡建造強大的東西，美好的東西^
776,034:SC#0112,He's fast asleep.,他睡熟了。
777,034:SC#0112,He's fast asleep.,他睡熟了。
778,035:ON#0522,gate,門
779,035:OC#0522,It's already open.,它已經開了！
780,035:OC#0522,"Well, that draft didn't seem to do much good.",那個織法似乎沒什麼用。
781,035:ON#0515,gate,門
782,035:OC#0515,It's locked.,它被鎖了。
783,035:OC#0515,I already closed it.,我已經關上它了。
784,035:OC#0515,"Well, that didn't work.",嗯，沒用。
785,035:LS#0204,"Hello, young Nailbender!",你好，年輕的釘甲師！
786,035:LS#0204,'Bout time you were comin' home.,“你該回家了。”
787,035:LS#0204,"Stoke's been lookin' for you,\255\001and he ain't real happy!",斯托克城一直在尋找你\255\001他其實並不快樂！
788,035:LS#0204,You better get in there right now.,你最好現在就進去。
789,035:LS#0204,"You still out here, lad?",你還在外面嗎，小伙子？
790,035:LS#0204,"I wouldn't keep Stoke waiting, if I were you.",如果我是你，我不會讓斯托克等你。
791,035:LS#0204,You better get in there right now.,你最好現在就進去。
792,035:LS#0204,Who keeps closing the blasted gate?,是誰一直關著那扇該死的大門？
793,035:LS#0204,Sigh.,嘆。
794,035:LS#0204,"I wouldn't keep Stoke waiting, if I were you.",如果我是你，我不會讓斯托克等你。
795,035:LS#0204,Halt! Who are you?,停止！你是誰？
796,035:LS#0204,Just me. A friendly stranger.,只有我。一個友善的陌生人。
797,035:LS#0204,"This is a private Guild, my\255\001strange young friend.",這是一個私人公會，我的\255\001奇怪的年輕朋友。
798,035:LS#0204,The gate only opens for members.,大門只對會員開放。
799,035:LS#0204,"Well, well.",好吧，好吧
800,035:LS#0204,It's the Friendly Stranger again!,又是友善的陌生人！
801,035:LS#0204,I guess I didn't make my point ^,我想我沒有表達我的意思^
802,035:LS#0204,This gate is closed.  Do you understand?\255\001CLOSED.  Now GO AWAY.,這扇門是關閉的。  你明白嗎？\255\001關閉。  現在走開。
803,035:LS#0204,This gate is closed.  Do you understand?\255\001CLOSED.  Now GO AWAY.,這扇門是關閉的。  你明白嗎？\255\001關閉。  現在走開。
804,035:LS#0204,Sigh.,嘆。
805,035:LS#0204,This gate is closed.  Do you understand?\255\001CLOSED.  Now GO AWAY.,這扇門是關閉的。  你明白嗎？\255\001關閉。  現在走開。
806,037:OC#0527,I probably shouldn't go back there dressed like this.,我可能不應該穿著這樣的衣服回去。
807,037:ON#0530,woodbin,木箱
808,037:OC#0530,Not a stick left.,一根棍子都沒有剩
809,037:OC#0530,Now that's more like it.,現在更像是這樣了。
810,037:OC#0530,"No, I think I tried that draft once.",不，我想我曾經嘗試過那份草稿。
811,037:OC#0530,"Well, that didn't work.",嗯，沒用。
812,037:SC#0086,"Well, it's about time, you lazy idiot!",好吧，是時候了，你這個懶惰的白痴！
813,037:SC#0086,"I sent you out FOUR HOURS ago for\255\001 firewood, and you bring me back one scrawny stick?",我四小時前就派你出去了\255\001柴火，你帶回來一根瘦骨嶙峋的木棍給我？
814,037:SC#0086,"If your father weren't the foreman, I'd toss YOU in the furnace.",如果你父親不是工頭，我就把你丟進爐子裡。
815,037:SC#0086,You're just lucky he's downstairs with the Bishop right now.,你很幸運他現在和主教一起在樓下。
816,037:SC#0086,"If that fire goes out, and the Clerics' swords \255\001don't get done ^",如果火熄滅了，牧師的劍\255\001別完成^
817,037:SC#0086,I'm sorry.  I had a bit of trouble ^,對不起。  我遇到了一點麻煩^
818,037:SC#0086,Perhaps you'd like to offer your confessions to the Bishop in person!,也許您想親自向主教懺悔！
819,037:SC#0086,I'd be happy to arrange it.\255\001Now give me that stick!,我很樂意安排。\255\001現在把那根棍子給我！
820,037:SC#0086,"I'm done dealing with the likes of you, Nailbender.",我受夠了像你這樣的人，釘子匠。
821,037:SC#0086,I'll be back ^,我會回來的^
822,037:SC#0086,^ and you'd better hope the furnace doesn't go out.,^ 你最好希望爐子不會熄滅。
823,037:SC#0086,What a mess.  I can't do anything without my distaff.,真是一團糟。  沒有我的手下我什麼都做不了。
824,038:ON#0536,straw,稻草
825,038:OC#0536,It's gold again. What useless stuff!,又是金子了什麼無用的東西！
826,038:OC#0536,No time for another nap.\255\001I've got to get out of here!,沒有時間再睡午覺了。\255\001我必須離開這裡！
827,038:OC#0536,I've already spun all that.,我已經把這一切都轉完了。
828,038:OC#0536,That must not be the right draft.,那肯定不是正確的織法。
829,038:ON#0542,door,門
830,038:OC#0542,It's already open.,它已經開了！
831,038:OC#0542,It's already open.,它已經開了！
832,038:OC#0542,That must not be the right draft.,那肯定不是正確的織法。
833,038:ON#0543,door,門
834,038:OC#0543,I already closed it.,我已經關上它了。
835,038:OC#0543,That must not be the right draft.,那肯定不是正確的織法。
836,038:ON#0537,distaff,織杖
837,038:EN#0038,gold@,金子
838,038:EN#0038,straw,稻草
839,038:LS#0202,straw,稻草
840,038:LS#0202,gold@,金子
841,038:LS#0204,It's locked.,它被鎖了。
842,038:LS#0204,It's locked!  And me with no distaff ^,它被鎖了！  而我則毫無顧忌^
843,038:SC#0087,"That straw looks awfully comfortable, though^",不過那根吸管看起來很舒服^
844,038:SC#0087,^must have a sleep draft woven into it^,^必須織入睡眠通風^
845,038:SC#0087,"Tsk, tsk, tsk.",嘖嘖嘖。
846,038:SC#0087,"Imagine frightening a poor, defenseless old thing like me! Cor!",想像我這樣可憐、手無寸鐵的老東西會受到驚嚇吧！科爾！
847,038:SC#0087,"Well, I may not be much good with fire, love ^",好吧，我可能不太擅長用火，親愛的^
848,038:SC#0087,"^ but I still enjoy the taste of tender, firm young meat!",^ 但我還是很喜歡嫩嫩緊實的嫩肉的味道！
849,038:SC#0087,One blasted stick of wood left ^\255\001curse that lad ^,剩下一根被炸毀的木頭^\255\001詛咒那個小伙子^
850,038:SC#0087,"Ten thousand swords to forge,\255\001and the furnace is about as cold as my chances for promotion.",萬劍待鑄，\255\001熔爐的溫度與我升遷的機會一樣冷。
851,038:SC#0087,I don't believe this!\255\001Real nice of that Weaver kid ^,我不相信這個！\255\001織布小子真是太好了^
852,038:SC#0087,Just wait until his turn comes!,就等著輪到他吧！
853,038:SC#0087,I'll be waiting for him on the Outside.,我會在外面等他。
854,038:SC#0087,"Oh, dear.",哦親愛的
855,038:SC#0087,That means trouble.,那意味著麻煩。
856,038:SC#0087,"If Elder Atropos saw his staff treated so\255\001he'd have something to say about it, you could be sure of that!",如果阿特羅波斯長老看到他的員工受到如此對待\255\001他對此有話要說，你可以肯定這一點！
857,038:SC#0087,"Careful, now, old bird, let's not singe the feathers^",小心點，老鳥，別把羽毛燒焦了^
858,041:ON#0559,sword,劍
859,041:OC#0559,It's about time he stopped.\255\001That hammering was making my head hurt.,他是時候停下來了。\255\001那錘子敲得我頭痛。
860,041:OC#0559,I need to choose my drafts more carefully.,我必須更謹慎選擇織法。
861,041:ON#0560,sword,劍
862,041:ON#0558,conversation,對話
863,041:ON#0557,conversation,對話
864,041:LS#0204,What?! ^ What evil is this?,什麼？ ！ ^ 這是什麼邪惡？
865,041:LS#0204,A witch's curse has twisted the final blade!,女巫的詛咒扭曲了最後的劍！
866,041:LS#0204,"A curse, Edgewise? I think not.",詛咒，Edgewise？我認為不是。
867,041:LS#0204,It would take more than a mere witch's\255\001curse to ruin my plans.,這需要的不僅僅是女巫的力量\255\001詛咒破壞我的計劃。
868,041:LS#0204,"You, there!\255\003Could it be that this little prank is of your doing?",你在那裡！\255\003難道這個小惡作劇是你幹的嗎？
869,041:LS#0204,"Yes? Well, then. I would be honored to\255\001have you as my guest at the cathedral.",是的？好吧，那麼。我將很榮幸\255\001請你作為我在大教堂的客人。
870,041:LS#0204,I know some other curses that may amuse you^,我還知道一些其他的咒語可能會讓你覺得有趣^
871,041:LS#0206, , 
872,041:LS#0210,"The final blade is even\255\001now in the hands of our most skilled bladeshaper, Your Excellency.",最後的刀片是均勻的\255\001現在交到了我們最熟練的刀片成型師閣下手中。
873,041:LS#0210,"How's it coming there, Edgewise?",那裡怎麼樣，Edgewise？
874,041:LS#0210,Edgewise! Is that blade not\255\001ready yet? His Excellency is still waiting!,沿邊！那把刀不是嗎\255\001準備好了嗎？陛下還在等待！
875,041:LS#0210,"I'm just putting the edge\255\001on the last sword, sir!",我只是把邊緣\255\001最後一劍，先生！
876,041:LS#0210,Good to hear it!,很高興聽到它！
877,041:LS#0210,"No slacking off, now!",現在不能鬆懈！
878,041:LS#0210,Let's get it finished!,讓我們把它完成吧！
879,041:LS#0210,"You share with me a\255\001historic moment, Foreman.",你與我分享一個\255\001歷史性的時刻，福爾曼。
880,041:LS#0210,The forging of the ten thousandth\255\001sword marks the end of our preparations.,萬分之一的鍛造\255\001劍標誌著我們準備工作的結束。
881,041:LS#0210,How much longer must I wait?,我還要等多久？
882,041:LS#0210,"The steel will ring out it's final defeat, sir.",鋼鐵將宣告它的最終失敗，長官。
883,041:LS#0210,"Not much longer, now!",不多時了，現在！
884,041:LS#0210,"Very good, then.",那麼很好。
885,041:LS#0210,Carry on!,繼續！
886,041:LS#0210,"The metal is proud, sir.\255\001It does not yield easily to my blows.",金屬很自豪，先生。\255\001它不會輕易屈服於我的打擊。
887,041:LS#0210,"More sweat will soften it, I trust?",更多的汗水會軟化它，我相信嗎？
888,041:LS#0210,It shall be a blade to be reckoned with!,這將是一把不可忽視的刀片！
889,041:LS#0210,\025The Blade of Reckoning.\025,\025清算之刃。\025
890,041:LS#0210,It does have a certain\255\001apocalyptic ring to it.,它確實有一定的\255\001世界末日的戒指。
891,041:LS#0210,I trust I will not be kept\255\001waiting much longer?,我相信我不會被保留\255\001還要等更長的時間嗎？
892,041:LS#0210,"Good metal rewards\255\001patience, Exalted One.",良好的金屬獎勵\255\001耐心等待，尊者。
893,041:LS#0210,"And our client rewards\255\001quick service. Now, POUND!",以及我們的客戶獎勵\255\001快速的服務。現在，磅！
894,043:ON#0569,cage,籠
895,043:OC#0569,It's locked.,它被鎖了。
896,043:OC#0569,"Well, that didn't work.",嗯，沒用。
897,043:OC#0569,I need to choose my drafts more carefully.,我必須更謹慎選擇織法。
898,043:ON#0568,beast,獸
899,043:OC#0568,She looks hungry.\255\001I think I'll stay out of her way.,她看起來很餓。\255\001我想我會遠離她。
900,043:ON#0566,sphere,法球
901,043:OC#0566,"Spheres work well enough without drafts, remember?",球體在沒有氣流的情況下也能很好地工作，還記得嗎？
902,043:ON#0576,orb,球
903,043:ON#0567,Cob,科
904,043:OC#0567,"Going somewhere, Weaver boy?",要去什麼地方嗎，織布男孩？
905,043:OC#0567,"Going somewhere, Weaver boy?",要去什麼地方嗎，織布男孩？
906,043:SC#0090,I'm getting really tired of this...,我真的厭倦了這個...
907,043:SC#0090,Allow me to introduce myself.,請容許我自我介紹一下。
908,043:SC#0090,"I am Bishop Mandible, Transultimate Apostle\255\001of the Antisecular Conclave of Clerics.",我是下顎主教，終極使徒\255\001神職人員反世俗秘密會議的成員。
909,043:SC#0090,I know.,我知道
910,043:SC#0090,Am I expected to kneel?,難道我要跪下嗎？
911,043:SC#0090,"Silence, you impudent punk!",安靜，你這個無禮的小混混！
912,043:SC#0090,"This is my assistant, Cob.",這是我的助手，科布。
913,043:SC#0090,"Charmed, I'm sure.",我確信，很著迷。
914,043:SC#0090,And you require no introduction.\255\001Your cloak and staff betray your origins.,而且你不需要介紹。\255\001你的斗篷和手杖背叛了你的出身。
